Project,File Name,Design Pattern,URL,Human Summary
JamesZBL,TimeObserver.java,Observer,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/TimeObserver.java,TimeObserver interface defines a contract for observers in the time system. It declares a single method update(TimePoint time) that must be implemented by classes to receive and handle time updates from the publisher.
JamesZBL,TimePoint.java,Observer,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/TimePoint.java,"TimePoint enum represents four time points in a day: MORNING, NOON, AFTERNOON, EVENING, each with a Chinese name. It overrides toString() to return the localized name instead of the enum constant."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/Application.java,"Application demonstrates various Singleton pattern implementations in Java: eager initialization, lazy initialization, thread-safe lazy loading, double-checked locking, and enum-based singleton. It retrieves instances of each type and logs them to verify that only one instance exists per implementation."
JamesZBL,Director.java,Singleton,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/Director.java,"Director class implements an eager (hungry) Singleton pattern. It creates a single Director instance at class load time, ensures thread safety, hides the constructor, and provides a getInstance() method for global access to that instance."
JamesZBL,EnumDirector.java,Singleton,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/EnumDirector.java,"EnumDirector implements a Singleton using an enum. EnumDirector guarantees a single instance (INSTANCE), provides inherent thread safety and serialization, and overrides toString() to return the class name and hash code for identification."
JamesZBL,LazyInitializationDirector.java,Singleton,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/LazyInitializationDirector.java,"LazyInitilizationDirector implements a lazy loaded Singleton using a static inner class. The instance is created only when getInstance() is called, ensuring thread safety and efficient resource usage. The private constructor prevents external instantiation."
JamesZBL,ThreadSafeDoubleCheckLocking.java,Singleton,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/ThreadSafeDoubleCheckLocking.java,"ThreadSafeDoubleCheckLocking implements a thread-safe, lazy Singleton using double-checked locking with a volatile instance for visibility. Uses a local variable for performance, synchronizes only on first initialization, and prevents reflective instantiation by throwing if an instance exists."
JamesZBL,ThreadSafeLazyLoadDirector.java,Singleton,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/singleton/ThreadSafeLazyLoadDirector.java,ThreadSafeLazyLoadDirector class implements a thread-safe lazy Singleton. It uses a volatile instance and a synchronized getInstance() method to ensure only one instance is created when first accessed. The private constructor prevents external instantiation and blocks reflective creation if an instance already exists.
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/Application.java,"Application is the client in the Visitor pattern. It builds an element hierarchy that is Boss to Manager to Engineer and applies different visitors (BossVisitor, ManagerVisitor, EngineerVisitor) on the root element, triggering visitor specific operations across the structure."
JamesZBL,Boss.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/Boss.java,"Boss is a composite node in the Visitor pattern. It accepts a UnitVisitor via beVisited, calls visitor.visitBoss(this), then delegates visitation to its child units through super.beVisited(visitor), enabling visitor operations to traverse and act on the hierarchy."
JamesZBL,BossVisitor.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/BossVisitor.java,"BossVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor, performs an operation when visiting a Boss (logs a greeting), and provides no actions for Engineer or Manager. It encapsulates behavior applied to elements without changing their classes."
JamesZBL,Engineer.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/Engineer.java,Engineer is a concrete element in the Visitor pattern. It overrides beVisited to call visitor.visitEngineer(this) and then delegates to its parent for further traversal. This allows visitors to apply specific operations to Engineer objects within the object structure.
JamesZBL,EngineerVisitor.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/EngineerVisitor.java,"EngineerVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor and defines behavior for Engineer elements by logging a greeting, while leaving Boss and Manager visit methods empty. It encapsulates operations applied specifically to engineers without modifying their classes."
JamesZBL,Manager.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/Manager.java,"Manager is a concrete element in the Visitor pattern. It overrides beVisited to invoke visitor.visitManager(this) and then delegates to its child units via super.beVisited(visitor), enabling visitors to perform operations on managers and traverse the hierarchy."
JamesZBL,ManagerVisitor.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/ManagerVisitor.java,"ManagerVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor and defines behavior for Manager elements by logging a greeting, while leaving Boss and Engineer visit methods empty. It encapsulates operations specific to managers without altering their classes."
JamesZBL,Unit.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/Unit.java,"Unit is an abstract class and composite base in the Visitor pattern. It holds child elements and defines beVisited(UnitVisitor visitor) to propagate visitor operations to its children, enabling traversal of the object structure while concrete subclasses handle specific visitor interactions."
JamesZBL,UnitVisitor.java,Visitor,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/visitor/UnitVisitor.java,"UnitVisitor is the visitor interface in the Visitor pattern. It declares methods for visiting each concrete element type (Engineer, Boss, Manager), enabling different visitor implementations to define operations applied to these elements without modifying their classes."
Spring Framework,BeanFactory,Visitor,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/BeanFactory.java,"BeanFactory defines the Abstract Factory for Spring beans. It provides methods to retrieve bean instances by name or type, enabling decoupled object creation and lifecycle management across the framework."
Spring Framework,ListableBeanFactory,AbstractFactory,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/ListableBeanFactory.java,"ListableBeanFactory extends BeanFactory to list multiple beans by type or annotation. It Implements Abstract Factory for families of related beans, supporting flexible dependency resolution."
Spring Framework,HierarchicalBeanFactory,AbstractFactory,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/HierarchicalBeanFactory.java,"It adds parent-child factory hierarchy to BeanFactory. Uses Abstract Factory to allow bean creation across nested contexts, promoting modular configuration."
Spring Framework,AutowireCapableBeanFactory,AbstractFactory,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/config/AutowireCapableBeanFactory.java,It specialized Abstract Factory that creates and autowires beans dynamically. It applies dependency injection and lifecycle callbacks for advanced bean management.
Spring Framework,ClientHttpRequestFactory,AbstractFactory,https://github.com/spring-projects/spring-framework/blob/main/spring-web/src/main/java/org/springframework/http/client/ClientHttpRequestFactory.java,"ClientHTTPRequestFactory is an Abstract Factory class that creates HTTP request objects across different client implementations, enabling pluggable networking strategies."
Spring Framework,AdaptableJobFactory,Factory Method,https://github.com/spring-projects/spring-framework/blob/498b0c231bf759a0d4f3f6710e9c4025ea2a2120/spring-context-support/src/main/java/org/springframework/scheduling/quartz/AdaptableJobFactory.java#L4,"AdaptableJobFactory is a part of Factory Method Pattern that creates Quartz job instances via reflection and adapts them to Job. It returns the object directly if it implements Job, or wraps a Runnable in DelegatingJob. Otherwise, it throws an error. Used by Quartz to instantiate and execute jobs within Spring."
Spring Framework,SchedulerFactoryBean,Factory Method,https://github.com/spring-projects/spring-framework/blob/main/spring-context-support/src/main/java/org/springframework/scheduling/quartz/SchedulerFactoryBean.java,"SchedulerFactoryBean is a Factory Method implementation that produces a configured Quartz Scheduler as a Spring bean, encapsulating complex setup logic."
Spring Framework,JobDetailFactoryBean,Factory Method,https://github.com/spring-projects/spring-framework/blob/main/spring-context-support/src/main/java/org/springframework/scheduling/quartz/JobDetailFactoryBean.java,JobDetailfactoryBean uses Factory Method to create Quartz JobDetail objects. Simplifies job configuration for Spring-managed schedulers.
Spring Framework,MethodInvokingJobDetailFactoryBean ,Factory Method,https://github.com/spring-projects/spring-framework/blob/main/spring-context-support/src/main/java/org/springframework/scheduling/quartz/MethodInvokingJobDetailFactoryBean.java,"MethodInvokingJobDetailFactoryBean is a Factory Method class that builds JobDetail to invoke a specific method on a target object, enabling declarative job execution."
Spring Framework,CronTriggerFactoryBean ,Factory Method,https://github.com/spring-projects/spring-framework/blob/main/spring-context-support/src/main/java/org/springframework/scheduling/quartz/CronTriggerFactoryBean.java,"CronTriggerFactoryBean Implements Factory Method to create Quartz CronTrigger instances, abstracting trigger configuration for scheduled tasks."
Spring Framework,DefaultSingletonBeanRegistry,Singleton,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/support/DefaultSingletonBeanRegistry.java,"DefaultSingletonBeanResgitry is a core Singleton manager in Spring. Maintains a cache of singleton beans, ensuring one shared instance per bean definition."
Spring Framework,SingletonBeanRegistry ,Singleton,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/config/SingletonBeanRegistry.java,"SingletonBeanRegistry defines the Singleton contract for registering and retrieving shared bean instances, forming the backbone of Spring’s singleton scope"
Spring Framework,SmartInitializingSingleton ,Singleton,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/SmartInitializingSingleton.java,SmartInitializingSingleton is a singleton callback interface for post-initialization of all singletons. It supports Singleton lifecycle management after container setup.
Spring Framework,SingletonSupplier ,Singleton,https://github.com/spring-projects/spring-framework/blob/main/spring-core/src/main/java/org/springframework/util/function/SingletonSupplier.java,SingletonSupplier is a utility class implementing Singleton pattern via lazy initialization and caching. It ensures a single computed instance per supplier.
Spring Framework,DefaultListableBeanFactory,Singleton,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/support/DefaultListableBeanFactory.java,DefaultListableBeanFactory is central bean factory enforcing Singleton scope by default. It integrates with DefaultSingletonBeanRegistry for instance caching and lifecycle control.
Spring Framework,IsolationLevelDataSourceAdapter,Adapter,https://github.com/SamSike/DPS-Corpus/blob/open-source/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/IsolationLevelDataSourceAdapter.java,This code defines a Spring component that acts as a smart wrapper around a database connection pool. Its main job is to automatically configure every new database connection with the correct settings (isolation level and read-only flag) based on the current active Spring transaction.
Spring Framework,HttpRequestHandlerAdapter,Adapter,https://github.com/SamSike/DPS-Corpus/blob/open-source/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/HttpRequestHandlerAdapter.java,"HTTPRequestHandlerAdepter as a part of an adapter pattern bridges HttpRequestHandler to Spring MVC’s HandlerAdapter interface, enabling simple request handlers to integrate with the DispatcherServlet workflow."
Spring Framework,MethodBeforeAdviceAdapter,Adapter,https://github.com/spring-projects/spring-framework/blob/main/spring-aop/src/main/java/org/springframework/aop/framework/adapter/MethodBeforeAdviceAdapter.java,"MethodBeforeAdviceAdapter as a prt of adpater pattern wraps MethodBeforeAdvice as a MethodInterceptor, enabling uniform handling of different advice types in the AOP framework."
Spring Framework,SimpleControllerHandlerAdapter,Adapter,https://github.com/spring-projects/spring-framework/blob/main/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/SimpleControllerHandlerAdapter.java,"SimpleControllerHandlerAdapter is a part of an adapter pattern that bridges the legacy Controller interface to the generic HandlerAdapter expected by the DispatcherServlet, translating calls so controllers can be invoked uniformly"
Spring Framework,ScopedProxyBeanDefinitionDecorator,Decorator,https://github.com/spring-projects/spring-framework/blob/498b0c231bf759a0d4f3f6710e9c4025ea2a2120/spring-aop/src/main/java/org/springframework/aop/config/ScopedProxyBeanDefinitionDecorator.java#L4,"The ScopedProxyBeanDefinitionDecorator class uses the decorater design pattern. It decorates Spring bean definitions by wrapping them in scoped proxies using ScopedProxyUtils. It reads the proxy-target-class attribute from XML, creates a proxy around the original bean, and registers both definitions for tooling support, enabling dynamic proxy behavior without altering the original bean."
Spring Framework,BufferingClientHttpResponseWrapper,Decorator,https://github.com/spring-projects/spring-framework/blob/main/spring-web/src/main/java/org/springframework/http/client/BufferingClientHttpResponseWrapper.java,"BufferingClientHttpResponseWrapper as a part of Decorator pattern adds buffering to ClientHttpResponse for repeated body reads, extending functionality while maintaining the original interface."
Spring Framework,ContentCachingRequestWrapper,Decorator,https://github.com/spring-projects/spring-framework/blob/main/spring-web/src/main/java/org/springframework/web/util/ContentCachingRequestWrapper.java,"ContentCachingRequestWrapper being in Decorator pattern wraps HttpServletResponse to buffer response data, enabling content inspection or logging while preserving the same servlet API."
Spring Framework,WebSocketHandlerDecorator,Decorator,https://github.com/SamSike/DPS-Corpus/blob/open-source/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/handler/WebSocketHandlerDecorator.java,"WebSocketHandlerDecorator as a part of a decorator pattern wraps a WebSocketHandler and delegates all operations to it. It provides methods to access the original or innermost handler. This class uses the Decorator pattern, enabling additional behavior around WebSocket handling without modifying the core handler implementation."
Spring Framework,JDBCTemplate,Facade,https://github.com/spring-projects/spring-framework/blob/main/spring-jdbc/src/main/java/org/springframework/jdbc/core/JdbcTemplate.java,"JDBCTemplate class is a facade pattern  that provides a simplified API for JDBC operations, hiding resource management and error handling behind a clean, high-level interface."
Spring Framework,JmsTemplate,Facade,https://github.com/spring-projects/spring-framework/blob/main/spring-jms/src/main/java/org/springframework/jms/core/JmsTemplate.java,"JMSTemplate simplifies JMS messaging by encapsulating session, producer, and consumer management, exposing an easy-to-use facade for messaging tasks."
Spring Framework,RestTemplate,Facade,https://github.com/spring-projects/spring-framework/blob/main/spring-web/src/main/java/org/springframework/web/client/RestTemplate.java,"RestTemplate in facade pattern offers a unified interface for HTTP operations, abstracting complexity of request execution and message conversion for REST clients."
Spring Framework,TransactionTemplate,Facade,https://github.com/spring-projects/spring-framework/blob/main/spring-tx/src/main/java/org/springframework/transaction/support/TransactionTemplate.java,"TransactionTemplate provides a compact, callback-style interface for programmatic transactions, encapsulating PlatformTransactionManager usage as a facade for transaction demarcation."
Spring Framework,ApplicationEventPublisher,Observer,https://github.com/spring-projects/spring-framework/blob/main/spring-context/src/main/java/org/springframework/context/ApplicationEventPublisher.java,"ApplicationEventPublisher is a part of the Observer pattern. It defines the subject interface for publishing events to registered listeners, enabling decoupled communication between components."
Spring Framework,ApplicationListener,Observer,https://github.com/spring-projects/spring-framework/blob/main/spring-context/src/main/java/org/springframework/context/ApplicationListener.java,ActionListeners is a part of the Observer pattern and it represents the observer interface; classes implement it to receive and handle application events asynchronously or synchronously.
Spring Framework,AbstractApplicationEventMulticaster ,Observer,https://github.com/spring-projects/spring-framework/blob/main/spring-context/src/main/java/org/springframework/context/event/AbstractApplicationEventMulticaster.java,"ApplicationEventMulticaster is a part of the Observer pattern that manages listener registration and dispatches events to all observers, acting as the core event notification mechanism."
Spring Framework,SavepointManager,Memento,https://github.com/spring-projects/spring-framework/blob/main/spring-tx/src/main/java/org/springframework/transaction/SavepointManager.java,"SavePointManager defines operations for creating, rolling back, and releasing savepoints, encapsulating transaction state snapshots."
Spring Framework,AbstractTransactionStatus ,Memento,https://github.com/spring-projects/spring-framework/blob/main/spring-tx/src/main/java/org/springframework/transaction/support/AbstractTransactionStatus.java,"AbstractTransactionStatus maintains transactional state and manages savepoints, enabling rollback to previous states without exposing internals."
Spring Framework,SimpleApplicationEventMulticaster,Memento,https://github.com/spring-projects/spring-framework/blob/main/spring-context/src/main/java/org/springframework/context/event/SimpleApplicationEventMulticaster.java,"SimpleApplicationEventMulticaster is a part of memento pattern that provides a Concrete implementation that delivers events to listeners, supporting synchronous and asynchronous execution modes."
Spring Framework,BeanDefinitionVisitor ,Visitor,https://github.com/spring-projects/spring-framework/blob/main/spring-beans/src/main/java/org/springframework/beans/factory/config/BeanDefinitionVisitor.java,"BeanDefinitionVisitor is a part of the visior pattern traverses bean definitions to modify or resolve metadata, separating traversal logic from bean structure."
