Project Name,Folder Name,File Name,Summary
"JamesZBL","facade","CourseParticipator.java","CourseParticipator does not have any design pattern.  It is a public abstract class. The 8 methods of CourseParticipator are prepareCourse (void), proceedCourse (void), stopCourse (void), goToSchool (void), goHome (void), name (String), action (void) and action (void). Only one method ( action method of class CourseParticipator ) calls prepareCourse and prepareCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls proceedCourse and proceedCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls stopCourse and stopCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goToSchool and goToSchool calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goHome and goH..."
"JamesZBL","facade","CourseStudent.java","CourseStudent does not have any design pattern.  It is a public class that extends CourseParticipator. The only method of CourseStudent is name (String). No methods call name and name calls no methods."
"JamesZBL","facade","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","facade","CourseTeacher.java","CourseTeacher does not have any design pattern.  It is a public class that extends CourseParticipator. The only method of CourseTeacher is name (String). No methods call name and name calls no methods."
"JamesZBL","factory-method","ChineseCook.java","abstract_factory: ChineseCook acts as a factory for Cook, which overrides cookFood method of Cook. It is a public class that implements Cook. The only method of ChineseCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   memento: ChineseCook acts as an originator for memento Food, which cooks a Food Food to. It is a public class that implements Cook. The only method of ChineseCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   factory_method: ChineseCook acts as a factory method for Food, which is inherited by Cook, Cook. It is a public class that implements Cook. The only method of ChineseCook is cookFood (Food). No methods call cookFood and cookFood calls no methods."
"JamesZBL","factory-method","FoodType.java","FoodType does not have any design pattern.  It is a public class. The only method of FoodType is getName (String). No methods call getName and getName calls no methods."
"JamesZBL","factory-method","WesternFood.java","abstract_factory: WesternFood acts as a factory for Food, which overrides getFoodType method of Food. WesternFood acts as a product for Cook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of WesternFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   memento: WesternFood acts as a memento, which tos String, which tos String. WesternFood acts as a caretaker for memento Food, which gets Food Type, which tos String. It is a public class that implements Food. The 2 methods of WesternFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   factory_method: WesternFood acts as a product for ChineseCook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods ..."
"JamesZBL","factory-method","Cook.java","abstract_factory: Cook acts as an abstract factory for Food, which is inherited by ChineseCook, WesternCook. It is a public interface. The only method of Cook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   memento: Cook acts as an originator for memento Food, which is inherited by, which cooks a Food Food to. It is a public interface. The only method of Cook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   factory_method: Cook acts as a factory for ChineseCook, which overrides. It is a public interface. The only method of Cook is cookFood (Food). No methods call cookFood and cookFood calls no methods."
"JamesZBL","factory-method","ChineseFood.java","abstract_factory: ChineseFood acts as a product for Cook, which overrides getFoodType method of Food. ChineseFood acts as a factory for Food, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of ChineseFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   memento: ChineseFood acts as a caretaker for memento Food, which gets Food Type, which tos String. ChineseFood acts as a memento, which tos String, which tos String. It is a public class that implements Food. The 2 methods of ChineseFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   factory_method: ChineseFood acts as a product for ChineseCook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods ..."
"JamesZBL","factory-method","Application.java","Application does not have any design pattern.  It is a public class. The 2 methods of Application are main (void) and makeFood (void). No methods call main and main calls only one method : makeFood method of class Application. Only one method ( main method of class Application ) calls makeFood and makeFood calls no methods."
"JamesZBL","factory-method","WesternCook.java","abstract_factory: WesternCook acts as a factory for Cook, which overrides cookFood method of Cook. It is a public class that implements Cook. The only method of WesternCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   memento: WesternCook acts as an originator for memento Food, which cooks a Food Food to. It is a public class that implements Cook. The only method of WesternCook is cookFood (Food). No methods call cookFood and cookFood calls no methods."
"JamesZBL","factory-method","Food.java","abstract_factory: Food acts as an abstract product for Food, which is inherited by WesternFood, ChineseFood. Food acts as an abstract factory for, which is inherited by WesternFood, ChineseFood. It is a public interface. The only method of Food is getFoodType (FoodType). No methods call getFoodType and getFoodType calls no methods.   memento: Food acts as a memento, which is inherited by WesternFood, ChineseFood, which gets Food Type. It is a public interface. The only method of Food is getFoodType (FoodType). No methods call getFoodType and getFoodType calls no methods.   factory_method: Food acts as an abstract product for ChineseCook, which is inherited by WesternFood, ChineseFood. It is a public interface. The only method of Food is getFoodType (FoodType). No methods call getFoodType and getFoodType calls no methods."
"JamesZBL","memento","Flower.java","observer: Flower acts as a publisher for observer FlowerType, which is inherited by, which grows, which gets Memento, which sets Plant parameter of plant Memento, which tos String, which gets Name, which gets Weight, which gets Height, which gets Type, which sets FlowerType parameter of type Type, which sets int parameter of height Height, which sets int parameter of weight Weight, which gets Weight, which gets Height, which gets Type. It is a public class that extends Plant and that implements Plant. The 14 methods of Flower are growing (void), getMemento (FlowerMemento), setMemento (void), toString (String), getName (String), getWeight (int), getHeight (int), getType (FlowerType), setType (void), setHeight (void), setWeight (void), getWeight (int), getHeight (int) and getType (FlowerType). No methods call growing and growing calls 4 methods : setHeight method of class Flower, getHeight method of class Flower, getWeight method of class Flower and setWeight method of class Flower. No m..."
"JamesZBL","memento","Plant.java","abstract_factory: Plant acts as an abstract factory for, which is inherited by Flower. It is a public interface. The 3 methods of Plant are getWeight (int), getHeight (int) and getType (FlowerType). No methods call getWeight and getWeight calls no methods. No methods call getHeight and getHeight calls no methods. No methods call getType and getType calls no methods."
"JamesZBL","memento","FlowerType.java","observer: FlowerType acts as an observer for publisher Flower, which is inherited by, which tos String. It is a public class. The only method of FlowerType is toString (String). No methods call toString and toString calls no methods."
"JamesZBL","memento","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","observer","Northern.java","observer: Northern acts as an observer, which updates TimePoint parameter of time. It is a public class that implements TimeObserver. The only method of Northern is update (void). No methods call update and update calls no methods."
"JamesZBL","observer","TimePoint.java","TimePoint does not have any design pattern.  It is a public class. The only method of TimePoint is toString (String). No methods call toString and toString calls no methods."
"JamesZBL","observer","Time.java","observer: Time acts as a publisher for observer TimeObserver, which is inherited by, which adds TimeObserver parameter of observer Observer, which removes TimeObserver parameter of observer Observer, which passes, which notifies Observers. It is a public class. The 4 methods of Time are addObserver (void), removeObserver (void), passing (void) and notifyObservers (void). No methods call addObserver and addObserver calls no methods. No methods call removeObserver and removeObserver calls no methods. No methods call passing and passing calls only one method : notifyObservers method of class Time. Only one method ( passing method of class Time ) calls notifyObservers and notifyObservers calls no methods."
"JamesZBL","observer","Southern.java","observer: Southern acts as an observer, which updates TimePoint parameter of time. It is a public class that implements TimeObserver. The only method of Southern is update (void). No methods call update and update calls no methods."
"JamesZBL","observer","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","observer","TimeObserver.java","observer: TimeObserver acts as an observer for publisher Time, which is inherited by Northern, Southern, which updates TimePoint parameter of time. It is a public interface. The only method of TimeObserver is update (void). No methods call update and update calls no methods."
"JamesZBL","singleton","ThreadSafeDoubleCheckLocking.java","singleton: ThreadSafeDoubleCheckLocking acts as a singleton, which gets a ThreadSafeDoubleCheckLocking Instance to. It is a public final class. The only method of ThreadSafeDoubleCheckLocking is getInstance (ThreadSafeDoubleCheckLocking). No methods call getInstance and getInstance calls no methods.   memento: ThreadSafeDoubleCheckLocking acts as an originator for memento ThreadSafeDoubleCheckLocking, which gets a ThreadSafeDoubleCheckLocking Instance to. ThreadSafeDoubleCheckLocking acts as a memento, which gets Instance. ThreadSafeDoubleCheckLocking acts as a caretaker for memento ThreadSafeDoubleCheckLocking, which gets Instance. It is a public final class. The only method of ThreadSafeDoubleCheckLocking is getInstance (ThreadSafeDoubleCheckLocking). No methods call getInstance and getInstance calls no methods."
"JamesZBL","singleton","EnumDirector.java","EnumDirector does not have any design pattern.  It is a public class. The only method of EnumDirector is toString (String). No methods call toString and toString calls no methods."
"JamesZBL","singleton","LazyInitializationDirector.java","singleton: LazyInitializationDirector acts as a singleton, which gets a LazyInitializationDirector Instance to. It is a public final class. The only method of LazyInitializationDirector is getInstance (LazyInitializationDirector). No methods call getInstance and getInstance calls no methods.   memento: LazyInitializationDirector acts as a caretaker for memento LazyInitializationDirector, which gets Instance. LazyInitializationDirector acts as a caretaker for memento Director, which gets Instance. LazyInitializationDirector acts as a memento, which gets Instance. LazyInitializationDirector acts as an originator for memento LazyInitializationDirector, which gets a LazyInitializationDirector Instance to. It is a public final class. The only method of LazyInitializationDirector is getInstance (LazyInitializationDirector). No methods call getInstance and getInstance calls no methods."
"JamesZBL","singleton","Director.java","singleton: Director acts as a singleton, which gets a Director Instance to. It is a public final class. The only method of Director is getInstance (Director). No methods call getInstance and getInstance calls no methods.   memento: Director acts as a caretaker for memento Director, which gets Instance. Director acts as an originator for memento Director, which gets a Director Instance to. Director acts as a memento, which gets Instance. It is a public final class. The only method of Director is getInstance (Director). No methods call getInstance and getInstance calls no methods."
"JamesZBL","singleton","ThreadSafeLazyLoadDirector.java","singleton: ThreadSafeLazyLoadDirector acts as a singleton, which gets a ThreadSafeLazyLoadDirector Instance to. It is a public final class. The only method of ThreadSafeLazyLoadDirector is getInstance (ThreadSafeLazyLoadDirector). No methods call getInstance and getInstance calls no methods.   memento: ThreadSafeLazyLoadDirector acts as a caretaker for memento ThreadSafeLazyLoadDirector, which gets Instance. ThreadSafeLazyLoadDirector acts as a caretaker for memento Director, which gets Instance. ThreadSafeLazyLoadDirector acts as an originator for memento ThreadSafeLazyLoadDirector, which gets a ThreadSafeLazyLoadDirector Instance to. ThreadSafeLazyLoadDirector acts as a memento, which gets Instance. It is a public final class. The only method of ThreadSafeLazyLoadDirector is getInstance (ThreadSafeLazyLoadDirector). No methods call getInstance and getInstance calls no methods."
"JamesZBL","singleton","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","visitor","Boss.java","Boss does not have any design pattern.  It is a public class that extends Unit. The 2 methods of Boss are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods."
"JamesZBL","visitor","Engineer.java","Engineer does not have any design pattern.  It is a public class that extends Unit. The 2 methods of Engineer are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods."
"JamesZBL","visitor","ManagerVisitor.java","ManagerVisitor does not have any design pattern.  It is a public class that implements UnitVisitor. The 3 methods of ManagerVisitor are visitEngineer (void), visitBoss (void) and visitManager (void). No methods call visitEngineer and visitEngineer calls no methods. No methods call visitBoss and visitBoss calls no methods. No methods call visitManager and visitManager calls no methods."
"JamesZBL","visitor","UnitVisitor.java","UnitVisitor does not have any design pattern.  It is a public interface. The 3 methods of UnitVisitor are visitEngineer (void), visitBoss (void) and visitManager (void). No methods call visitEngineer and visitEngineer calls no methods. No methods call visitBoss and visitBoss calls no methods. No methods call visitManager and visitManager calls no methods."
"JamesZBL","visitor","BossVisitor.java","BossVisitor does not have any design pattern.  It is a public class that implements UnitVisitor. The 3 methods of BossVisitor are visitEngineer (void), visitBoss (void) and visitManager (void). No methods call visitEngineer and visitEngineer calls no methods. No methods call visitBoss and visitBoss calls no methods. No methods call visitManager and visitManager calls no methods."
"JamesZBL","visitor","EngineerVisitor.java","EngineerVisitor does not have any design pattern.  It is a public class that implements UnitVisitor. The 3 methods of EngineerVisitor are visitEngineer (void), visitBoss (void) and visitManager (void). No methods call visitEngineer and visitEngineer calls no methods. No methods call visitBoss and visitBoss calls no methods. No methods call visitManager and visitManager calls no methods."
"JamesZBL","visitor","Manager.java","Manager does not have any design pattern.  It is a public class that extends Unit. The 2 methods of Manager are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods."
"JamesZBL","visitor","Unit.java","Unit does not have any design pattern.  It is a public abstract class. The only method of Unit is beVisited (void). No methods call beVisited and beVisited calls no methods."
"JamesZBL","visitor","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"spring-framework","spring-aop","MethodBeforeAdviceAdapter.java","MethodBeforeAdviceAdapter does not have any design pattern.  It is a class that implements AdvisorAdapter and Serializable. The 2 methods of MethodBeforeAdviceAdapter are supportsAdvice (boolean) and getInterceptor (MethodInterceptor). No methods call supportsAdvice and supportsAdvice calls no methods. No methods call getInterceptor and getInterceptor calls no methods."
"spring-framework","spring-aop","ScopedProxyBeanDefinitionDecorator.java","ScopedProxyBeanDefinitionDecorator does not have any design pattern.  It is a class that implements BeanDefinitionDecorator. The only method of ScopedProxyBeanDefinitionDecorator is decorate (BeanDefinitionHolder). No methods call decorate and decorate calls no methods."
"spring-framework","spring-beans","SmartInitializingSingleton.java","SmartInitializingSingleton does not have any design pattern.  It is a public interface. The only method of SmartInitializingSingleton is afterSingletonsInstantiated (void). No methods call afterSingletonsInstantiated and afterSingletonsInstantiated calls no methods."
"spring-framework","spring-beans","BeanDefinitionVisitor.java","BeanDefinitionVisitor does not have any design pattern.  It is a public class. The 15 methods of BeanDefinitionVisitor are visitBeanDefinition (void), visitParentName (void), visitBeanClassName (void), visitFactoryBeanName (void), visitFactoryMethodName (void), visitScope (void), visitPropertyValues (void), visitIndexedArgumentValues (void), visitGenericArgumentValues (void), resolveValue (Object), visitArray (void), visitList (void), visitSet (void), visitMap (void) and resolveStringValue (String). No methods call visitBeanDefinition and visitBeanDefinition calls no methods. No methods call visitParentName and visitParentName calls no methods. No methods call visitBeanClassName and visitBeanClassName calls no methods. No methods call visitFactoryBeanName and visitFactoryBeanName calls no methods. No methods call visitFactoryMethodName and visitFactoryMethodName calls no methods. No methods call visitScope and visitScope calls no methods. No methods call visitPropertyValues and visitPr..."
"spring-framework","spring-beans","DefaultSingletonBeanRegistry.java","DefaultSingletonBeanRegistry does not have any design pattern.  It is a public class that extends SimpleAliasRegistry and that implements SingletonBeanRegistry. The 33 methods of DefaultSingletonBeanRegistry are registerSingleton (void), addSingleton (void), addSingletonFactory (void), addSingletonCallback (void), getSingleton (Object), getSingleton (Object), getSingleton (Object), checkDependentWaitingThreads (boolean), isCurrentThreadAllowedToHoldSingletonLock (Boolean), onSuppressedException (void), removeSingleton (void), containsSingleton (boolean), getSingletonNames (String[]), getSingletonCount (int), setCurrentlyInCreation (void), isCurrentlyInCreation (boolean), isActuallyInCreation (boolean), isSingletonCurrentlyInCreation (boolean), beforeSingletonCreation (void), afterSingletonCreation (void), registerDisposableBean (void), registerContainedBean (void), registerDependentBean (void), isDependent (boolean), isDependent (boolean), hasDependentBean (boolean), getDependentBeans ..."
"spring-framework","spring-beans","BeanFactory.java","abstract_factory: BeanFactory acts as an abstract product for BeanFactory, which is inherited by AutowireCapableBeanFactory, HierarchicalBeanFactory, ListableBeanFactory. It is a public interface. The 16 methods of BeanFactory are getBean (Object), getBean (T), getBean (Object), getBean (T), getBean (T), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), containsBean (boolean), isSingleton (boolean), isPrototype (boolean), isTypeMatch (boolean), isTypeMatch (boolean), getType (Class<?>), getType (Class<?>) and getAliases (String[]). No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBeanProvider and getBeanProvider calls no methods. No methods call getBeanProvider and getBeanProvider calls no ..."
"spring-framework","spring-beans","DefaultListableBeanFactory.java","DefaultListableBeanFactory does not have any design pattern.  It is a public class that extends AbstractAutowireCapableBeanFactory and that implements ConfigurableListableBeanFactory, BeanDefinitionRegistry and Serializable. The 129 methods of DefaultListableBeanFactory are setSerializationId (void), getSerializationId (String), setAllowBeanDefinitionOverriding (void), isAllowBeanDefinitionOverriding (boolean), setAllowEagerClassLoading (void), isAllowEagerClassLoading (boolean), setBootstrapExecutor (void), getBootstrapExecutor (Executor), setDependencyComparator (void), getDependencyComparator (Comparator<Object>), setAutowireCandidateResolver (void), getAutowireCandidateResolver (AutowireCandidateResolver), copyConfigurationFrom (void), getBean (T), getBean (T), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), containsBeanDefinition (boolean), getBeanDefinitionCount (int), getBeanDefinitionNames (String[]), getBeanProvide..."
"spring-framework","spring-beans","SingletonBeanRegistry.java","SingletonBeanRegistry does not have any design pattern.  It is a public interface. The 7 methods of SingletonBeanRegistry are registerSingleton (void), addSingletonCallback (void), getSingleton (Object), containsSingleton (boolean), getSingletonNames (String[]), getSingletonCount (int) and getSingletonMutex (Object). No methods call registerSingleton and registerSingleton calls no methods. No methods call addSingletonCallback and addSingletonCallback calls no methods. No methods call getSingleton and getSingleton calls no methods. No methods call containsSingleton and containsSingleton calls no methods. No methods call getSingletonNames and getSingletonNames calls no methods. No methods call getSingletonCount and getSingletonCount calls no methods. No methods call getSingletonMutex and getSingletonMutex calls no methods."
"spring-framework","spring-beans","AutowireCapableBeanFactory.java","abstract_factory: AutowireCapableBeanFactory acts as a product for HierarchicalBeanFactory, which overrides. It is a public interface that extends BeanFactory. The 15 methods of AutowireCapableBeanFactory are createBean (T), autowireBean (void), configureBean (Object), createBean (Object), autowire (Object), autowireBeanProperties (void), applyBeanPropertyValues (void), initializeBean (Object), applyBeanPostProcessorsBeforeInitialization (Object), applyBeanPostProcessorsAfterInitialization (Object), destroyBean (void), resolveNamedBean (NamedBeanHolder<T>), resolveBeanByName (Object), resolveDependency (Object) and resolveDependency (Object). No methods call createBean and createBean calls no methods. No methods call autowireBean and autowireBean calls no methods. No methods call configureBean and configureBean calls no methods. No methods call createBean and createBean calls no methods. No methods call autowire and autowire calls no methods. No methods call autowireBeanProperties and ..."
"spring-framework","spring-beans","HierarchicalBeanFactory.java","abstract_factory: HierarchicalBeanFactory acts as an abstract factory for BeanFactory, which is inherited by. HierarchicalBeanFactory acts as a product for HierarchicalBeanFactory, which overrides. It is a public interface that extends BeanFactory. The 2 methods of HierarchicalBeanFactory are getParentBeanFactory (BeanFactory) and containsLocalBean (boolean). No methods call getParentBeanFactory and getParentBeanFactory calls no methods. No methods call containsLocalBean and containsLocalBean calls no methods."
"spring-framework","spring-beans","ListableBeanFactory.java","abstract_factory: ListableBeanFactory acts as a product for HierarchicalBeanFactory, which overrides. It is a public interface that extends BeanFactory. The 16 methods of ListableBeanFactory are containsBeanDefinition (boolean), getBeanDefinitionCount (int), getBeanDefinitionNames (String[]), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeansOfType (Map<String,T>), getBeansOfType (Map<String,T>), getBeanNamesForAnnotation (String[]), getBeansWithAnnotation (Map<String,Object>), findAnnotationOnBean (A), findAnnotationOnBean (A) and findAllAnnotationsOnBean (Set<A>). No methods call containsBeanDefinition and containsBeanDefinition calls no methods. No methods call getBeanDefinitionCount and getBeanDefinitionCount calls no methods. No methods call getBeanDefinitionNames and getBeanDefinitionNames calls no methods. No methods call..."
"spring-framework","spring-context","SimpleApplicationEventMulticaster.java","SimpleApplicationEventMulticaster does not have any design pattern.  It is a public class that extends AbstractApplicationEventMulticaster. The 9 methods of SimpleApplicationEventMulticaster are setTaskExecutor (void), getTaskExecutor (Executor), setErrorHandler (void), getErrorHandler (ErrorHandler), multicastEvent (void), multicastEvent (void), invokeListener (void), doInvokeListener (void) and matchesClassCastMessage (boolean). No methods call setTaskExecutor and setTaskExecutor calls no methods. No methods call getTaskExecutor and getTaskExecutor calls no methods. No methods call setErrorHandler and setErrorHandler calls no methods. No methods call getErrorHandler and getErrorHandler calls no methods. No methods call multicastEvent and multicastEvent calls no methods. No methods call multicastEvent and multicastEvent calls no methods. No methods call invokeListener and invokeListener calls no methods. No methods call doInvokeListener and doInvokeListener calls no methods. No method..."
"spring-framework","spring-context","ApplicationEventPublisher.java","ApplicationEventPublisher does not have any design pattern.  It is a public interface. The 2 methods of ApplicationEventPublisher are publishEvent (void) and publishEvent (void). No methods call publishEvent and publishEvent calls no methods. No methods call publishEvent and publishEvent calls no methods."
"spring-framework","spring-context","ApplicationListener.java","ApplicationListener does not have any design pattern.  It is a public interface that extends EventListener. The 3 methods of ApplicationListener are onApplicationEvent (void), supportsAsyncExecution (boolean) and forPayload (ApplicationListener<PayloadApplicationEvent<T>>). No methods call onApplicationEvent and onApplicationEvent calls no methods. No methods call supportsAsyncExecution and supportsAsyncExecution calls no methods. No methods call forPayload and forPayload calls no methods."
"spring-framework","spring-context","AbstractApplicationEventMulticaster.java","AbstractApplicationEventMulticaster does not have any design pattern.  It is a public abstract class that implements ApplicationEventMulticaster, BeanClassLoaderAware and BeanFactoryAware. The 22 methods of AbstractApplicationEventMulticaster are setBeanClassLoader (void), setBeanFactory (void), getBeanFactory (ConfigurableBeanFactory), addApplicationListener (void), addApplicationListenerBean (void), removeApplicationListener (void), removeApplicationListenerBean (void), removeApplicationListeners (void), removeApplicationListenerBeans (void), removeAllListeners (void), getApplicationListeners (Collection<ApplicationListener<?>>), getApplicationListeners (Collection<ApplicationListener<?>>), retrieveApplicationListeners (Collection<ApplicationListener<?>>), supportsEvent (boolean), supportsEvent (boolean), supportsEvent (boolean), equals (boolean), hashCode (int), toString (String), compareTo (int), getApplicationListeners (Collection<ApplicationListener<?>>) and getApplicationListene..."
"spring-framework","spring-context-support","CronTriggerFactoryBean.java","CronTriggerFactoryBean does not have any design pattern.  It is a public class that implements FactoryBean<CronTrigger>, BeanNameAware and InitializingBean. The 20 methods of CronTriggerFactoryBean are setName (void), setGroup (void), setJobDetail (void), setJobDataMap (void), getJobDataMap (JobDataMap), setJobDataAsMap (void), setStartTime (void), setStartDelay (void), setCronExpression (void), setTimeZone (void), setCalendarName (void), setPriority (void), setMisfireInstruction (void), setMisfireInstructionName (void), setDescription (void), setBeanName (void), afterPropertiesSet (void), getObject (CronTrigger), getObjectType (Class<?>) and isSingleton (boolean). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setJobDetail and setJobDetail calls no methods. No methods call setJobDataMap and setJobDataMap calls no methods. No methods call getJobDataMap and getJobDataMap calls no methods. No methods call setJ..."
"spring-framework","spring-context-support","SchedulerFactoryBean.java","SchedulerFactoryBean does not have any design pattern.  It is a public class that extends SchedulerAccessor and that implements FactoryBean<Scheduler>, BeanNameAware, ApplicationContextAware, InitializingBean, DisposableBean and SmartLifecycle. The 40 methods of SchedulerFactoryBean are getConfigTimeResourceLoader (ResourceLoader), getConfigTimeTaskExecutor (Executor), getConfigTimeDataSource (DataSource), getConfigTimeNonTransactionalDataSource (DataSource), setSchedulerFactory (void), setSchedulerFactoryClass (void), setSchedulerName (void), setConfigLocation (void), setQuartzProperties (void), setTaskExecutor (void), setDataSource (void), setNonTransactionalDataSource (void), setSchedulerContextAsMap (void), setApplicationContextSchedulerContextKey (void), setJobFactory (void), setAutoStartup (void), isAutoStartup (boolean), setPhase (void), getPhase (int), setStartupDelay (void), setExposeSchedulerInRepository (void), setWaitForJobsToCompleteOnShutdown (void), setBeanName (void), s..."
"spring-framework","spring-context-support","SingletonSupplier.java","SingletonSupplier does not have any design pattern.  It is a public class that implements Supplier<T>. The 6 methods of SingletonSupplier are get (T), obtain (T), of (SingletonSupplier<T>), ofNullable (SingletonSupplier<T>), of (SingletonSupplier<T>) and ofNullable (SingletonSupplier<T>). Only one method ( obtain method of class SingletonSupplier ) calls get and get calls no methods. No methods call obtain and obtain calls only one method : get method of class SingletonSupplier. No methods call of and of calls no methods. No methods call ofNullable and ofNullable calls no methods. No methods call of and of calls no methods. No methods call ofNullable and ofNullable calls no methods."
"spring-framework","spring-context-support","AdaptableJobFactory.java","AdaptableJobFactory does not have any design pattern.  It is a public class that implements JobFactory. The 3 methods of AdaptableJobFactory are newJob (Job), createJobInstance (Object) and adaptJob (Job). No methods call newJob and newJob calls no methods. No methods call createJobInstance and createJobInstance calls no methods. No methods call adaptJob and adaptJob calls no methods."
"spring-framework","spring-context-support","JobDetailFactoryBean.java","JobDetailFactoryBean does not have any design pattern.  It is a public class that implements FactoryBean<JobDetail>, BeanNameAware, ApplicationContextAware and InitializingBean. The 16 methods of JobDetailFactoryBean are setName (void), setGroup (void), setJobClass (void), setJobDataMap (void), getJobDataMap (JobDataMap), setJobDataAsMap (void), setDurability (void), setRequestsRecovery (void), setDescription (void), setBeanName (void), setApplicationContext (void), setApplicationContextJobDataKey (void), afterPropertiesSet (void), getObject (JobDetail), getObjectType (Class<?>) and isSingleton (boolean). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setJobClass and setJobClass calls no methods. No methods call setJobDataMap and setJobDataMap calls no methods. 2 methods ( afterPropertiesSet method of class JobDetailFactoryBean and setJobDataAsMap method of class JobDetailFactoryBean ) call getJobDataMap and..."
"spring-framework","spring-context-support","MethodInvokingJobDetailFactoryBean.java","MethodInvokingJobDetailFactoryBean does not have any design pattern.  It is a public class that extends ArgumentConvertingMethodInvoker and that implements FactoryBean<JobDetail>, BeanNameAware, BeanClassLoaderAware, BeanFactoryAware and InitializingBean. The 17 methods of MethodInvokingJobDetailFactoryBean are setName (void), setGroup (void), setConcurrent (void), setTargetBeanName (void), setBeanName (void), setBeanClassLoader (void), setBeanFactory (void), resolveClassName (Class<?>), afterPropertiesSet (void), postProcessJobDetail (void), getTargetClass (Class<?>), getTargetObject (Object), getObject (JobDetail), getObjectType (Class<? extends JobDetail>), isSingleton (boolean), setMethodInvoker (void) and executeInternal (void). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setConcurrent and setConcurrent calls no methods. No methods call setTargetBeanName and setTargetBeanName calls no methods. No met..."
"spring-framework","spring-jdbc","IsolationLevelDataSourceAdapter.java","IsolationLevelDataSourceAdapter does not have any design pattern.  It is a public class that extends UserCredentialsDataSourceAdapter. The 6 methods of IsolationLevelDataSourceAdapter are setIsolationLevelName (void), setIsolationLevel (void), getIsolationLevel (Integer), doGetConnection (Connection), getCurrentIsolationLevel (Integer) and getCurrentReadOnlyFlag (Boolean). No methods call setIsolationLevelName and setIsolationLevelName calls only one method : setIsolationLevel method of class IsolationLevelDataSourceAdapter. Only one method ( setIsolationLevelName method of class IsolationLevelDataSourceAdapter ) calls setIsolationLevel and setIsolationLevel calls no methods. Only one method ( getCurrentIsolationLevel method of class IsolationLevelDataSourceAdapter ) calls getIsolationLevel and getIsolationLevel calls no methods. No methods call doGetConnection and doGetConnection calls 2 methods : getCurrentIsolationLevel method of class IsolationLevelDataSourceAdapter and getCurrentR..."
