base_project,project_path,filename,summary_human,summary_nlg,bleu_4,nist_4,rouge_l_f,frugal_score
JamesZBL,JamesZBL/abstract-factory,Member.java,"The Member interface defines a contract for ship members or related entities, requiring them to provide a description via the getDescription() method, supporting the Abstract Factory pattern's consistency",Member does not have any design pattern.  It is a public interface. The only method of Member is getDescription (String). No methods call getDescription and getDescription calls no methods.,0.020929373635196195,1.0834794643162708,0.1724137931034483,0.6177070140838623
JamesZBL,JamesZBL/abstract-factory,NewShip.java,"The NewShip class implements the Ship interface and represents a specific type of ship with a fixed description, ""I am a brand-new ship,"" supporting the Abstract Factory pattern's product creation.","observer: NewShip acts as an observer, which gets Description. It is a public class that implements Ship. The only method of NewShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: NewShip acts as a product for TeamFactory, which overrides. It is a public class that implements Ship. The only method of NewShip is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.01013311169953381,0.8536994564485784,0.1764705882352941,0.5467603206634521
JamesZBL,JamesZBL/abstract-factory,OldCaptain.java,"The OldCaptain class implements the Captain interface and represents a specific type of captain with a fixed description, ""I am an old captain,"" aligning with the Abstract Factory pattern's product family.","observer: OldCaptain acts as an observer, which gets Description. It is a public class that implements Captain. The only method of OldCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldCaptain acts as a product for TeamFactory, which overrides. It is a public class that implements Captain. The only method of OldCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.01013311169953381,0.8936253622770345,0.1764705882352941,0.5828130841255188
JamesZBL,JamesZBL/abstract-factory,OldSailor.java,"The OldSailor class implements the Sailor interface and represents a specific type of sailor with a fixed description, ""I am an old sailor,"" as part of the Abstract Factory pattern's product family.","observer: OldSailor acts as an observer, which gets Description. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldSailor acts as a product for TeamFactory, which overrides. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.010477093429416598,1.0198616798094295,0.17475728155339804,0.5867729187011719
JamesZBL,JamesZBL/abstract-factory,OldShip.java,"The OldShip class implements the Ship interface and represents an old ship with a fixed description, ""I am a worn-out ship,"" as part of the Abstract Factory pattern's product family.","observer: OldShip acts as an observer, which gets Description. It is a public class that implements Ship. The only method of OldShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldShip acts as a product for TeamFactory, which overrides. It is a public class that implements Ship. The only method of OldShip is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.010309405826987385,0.9660891303929766,0.1764705882352941,0.5595858693122864
JamesZBL,JamesZBL/abstract-factory,PermanentTeamFactory.java,"The PermanentTeamFactory class implements the TeamFactory interface, creating a family of related products (OldShip, OldCaptain, and OldSailor), demonstrating the Abstract Factory pattern's ability to produce consistent object groups.","abstract_factory: PermanentTeamFactory acts as a factory for TeamFactory, which overrides. It is a public class that implements TeamFactory. The 3 methods of PermanentTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.",0.0108405731029427,0.726497697507362,0.13636363636363635,0.6894867420196533
JamesZBL,JamesZBL/abstract-factory,Sailor.java,"The Sailor interface extends Member, representing a specialized type of team member in the Abstract Factory pattern.","observer: Sailor acts as an observer for publisher Application, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member. abstract_factory: Sailor acts as an abstract product for Sailor, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member.",0.021740981369339423,0.5785269541033126,0.18749999999999997,0.552764356136322
JamesZBL,JamesZBL/abstract-factory,Ship.java,"The Ship interface extends Member, defining a specific type of team member within the Abstract Factory pattern.","observer: Ship acts as an observer for publisher Application, which is inherited by OldShip, NewShip. It is a public interface that extends Member. abstract_factory: Ship acts as an abstract product for Ship, which is inherited by OldShip, NewShip. It is a public interface that extends Member.",0.021740981369339423,0.5785269541033126,0.18749999999999997,0.5327722430229187
JamesZBL,JamesZBL/abstract-factory,TeamFactory.java,"The TeamFactory interface defines methods to create related objects (Ship, Captain, Sailor), forming a cohesive team in the Abstract Factory pattern.","abstract_factory: TeamFactory acts as an abstract factory for Ship, Captain, Sailor, which is inherited by YoungTeamFactory, PermanentTeamFactory. It is a public interface. The 3 methods of TeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.",0.03253431132183649,0.6923092617385097,0.14285714285714285,0.646419882774353
JamesZBL,JamesZBL/abstract-factory,YoungCaptain.java,"The YoungCaptain class implements Captain, representing a young captain, adhering to the Abstract Factory pattern.","observer: YoungCaptain acts as an observer, which gets Description. It is a public class that implements Captain. The only method of YoungCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: YoungCaptain acts as a product for TeamFactory, which overrides. It is a public class that implements Captain. The only method of YoungCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.014816847622130995,0.39500180818649494,0.1647058823529412,0.5876274704933167
JamesZBL,JamesZBL/abstract-factory,YoungSailor.java,"The YoungSailor class implements Sailor, representing a young sailor aligning with the Abstract Factory pattern.","observer: YoungSailor acts as an observer, which gets Description. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: YoungSailor acts as a product for TeamFactory, which overrides. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.",0.014816847622130995,0.39500180818649494,0.1647058823529412,0.586761474609375
JamesZBL,JamesZBL/abstract-factory,YoungTeamFactory.java,"The YoungTeamFactory class implements TeamFactory, creating a cohesive set of ""young"" team objects in the Abstract Factory pattern.","abstract_factory: YoungTeamFactory acts as a factory for TeamFactory, which overrides. It is a public class that implements TeamFactory. The 3 methods of YoungTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.",0.017702581747699578,0.557920689854112,0.12987012987012986,0.6047574281692505
JamesZBL,JamesZBL/abstract-factory,Application.java,"Application uses the Abstract Factory pattern. It creates team related objects such as Captain, Ship, Sailor via concrete factories (YoungTeamFactory, PermanentTeamFactory). It switches teams by swapping factories, ensuring cohesive product families and logging each component’s description.","observer: Application acts as a publisher for observer Ship, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which setms Captain parameter of mCaptain Captain, which getms Sailor, which setms Sailor parameter of mSailor Sailor. Application acts as a publisher for observer Sailor, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which setms Captain parameter of mCaptain Captain, which getms Sailor, which setms Sailor parameter of mSailor Sailor. Application acts as a publisher for observer Captain, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which set...",0.003977392548004932,0.27599752930484506,0.07446808510638298,0.5148693323135376
JamesZBL,JamesZBL/adapter,Application.java,"This code demonstrates the client which allow the Driver class to interact with a Bus interface in a compatible way, enabling the drive method to work seamlessly without modifying the existing Driver class.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.015852363848226032,0.5199297542220581,0.0967741935483871,0.5268602967262268
JamesZBL,JamesZBL/adapter,Bus.java,"This code defines the Bus class, which acts as the adaptee in the Adapter Design Pattern, providing the run method that the adapter will adapt to a compatible interface for the client.",Bus does not have any design pattern.  It is a public class. The only method of Bus is run (void). No methods call run and run calls no methods.,0.03281706213141614,1.238523884615819,0.19672131147540986,0.5579677820205688
JamesZBL,JamesZBL/adapter,BusAdapter.java,"BusAdapter is an adapter implements the Car interface by internally using a Bus object. It adapts the Bus method run() to the Car method drive(), enabling a bus to behave like a car through the adapter pattern.","decorator: BusAdapter acts as a component for decorator Driver, which overrides driveCar. It is a public class that implements Car. The only method of BusAdapter is drive (void). No methods call drive and drive calls no methods.",0.029799893137327636,1.1983688149763791,0.21621621621621623,0.6828526258468628
JamesZBL,JamesZBL/adapter,Car.java,"Car interface is an interface with a single method drive(). It represents the target interface in the Adapter pattern, which clients expect to use. Classes like BusAdapter implement this interface to adapt other types (e.g., Bus) to behave like a Car.","decorator: Car acts as a component for Driver, which is inherited by BusAdapter. It is a public interface. The only method of Car is drive (void). No methods call drive and drive calls no methods.",0.01609120996509329,1.4331774641373536,0.15584415584415584,0.6641082167625427
JamesZBL,JamesZBL/adapter,Driver.java,"Driver implements Car but actually delegates to another Car instance (car.drive()). It acts as the client/invoker that works against the target interface (Car), enabling dependency injection.","decorator: Driver acts as a decorator for component Car, which is inherited by. It is a public class that implements Car. The only method of Driver is drive (void). No methods call drive and drive calls no methods.",0.03446640887300568,1.1335144531730537,0.15151515151515152,0.5958337783813477
JamesZBL,JamesZBL/decorator,Application.java,"Application demonstrates the Decorator pattern as a client. It first executes a basic CarpenterOperation, then decorates it with HammerSmithOperation to add extra functionality. The main method logs steps and calls checkBefore(), join(), and checkAfter() for both operations, showing layered behaviour enhancement.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.014734462135039234,0.9196939611132804,0.2571428571428571,0.5867388844490051
JamesZBL,JamesZBL/decorator,CarpenterOperation.java,"CarpenterOperation class implements Operation for a carpenter’s tasks as a prt of a decorator design pattern. It logs three steps that are checking wood, crafting the hammer handle, and inspecting the finished handle.","decorator: CarpenterOperation acts as a component for decorator HammerSmithOperation, which overrides checkBeforeOperation, joinOperation, chekcAfterOperation. It is a public class that implements Operation. The 3 methods of CarpenterOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.02300523215690485,1.1635809293114965,0.16666666666666666,0.6334456205368042
JamesZBL,JamesZBL/decorator,HammerSmithOperation.java,"HammerSmithOperation is a decorator that adds ironwork steps to an existing Operation. It wraps a previous operation and extends its behaviour by logging extra tasks that are checking iron, forging the hammerhead, and inspecting the finished head, while preserving the original steps.","decorator: HammerSmithOperation acts as a decorator for component Operation, which is inherited by. It is a public class that implements Operation. The 3 methods of HammerSmithOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.022991999346048262,1.113510624341773,0.1747572815533981,0.5944385528564453
JamesZBL,JamesZBL/decorator,Operation.java,"This Operation interface is a component in a decorator pattern that defines three methods namely checkBefore(), join(), and chekcAfter() representing sequential steps for an assembly line operation.","decorator: Operation acts as a component for HammerSmithOperation, which is inherited by CarpenterOperation, CarpenterOperation, CarpenterOperation. It is a public interface. The 3 methods of Operation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.02780980746850166,1.0597562363805155,0.20689655172413793,0.7046375870704651
JamesZBL,JamesZBL/facade,Application.java,"This code demonstrates the Facade pattern by using CourseFacade to simplify complex operations. The main method calls prepare(), proceed(), and stop() through the facade, providing a unified interface for managing course-related processes.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.0182328073843116,1.083910499434155,0.1935483870967742,0.5879387259483337
JamesZBL,JamesZBL/facade,CourseFacade.java,"CourseFacade implements the Facade pattern by managing a list of course participants (CourseTeacher and CourseStudent). It provides simplified methods, prepare(), proceed(), and stop() that internally trigger multiple actions for all participants, hiding complex interactions behind a single unified interface.","CourseFacade does not have any design pattern.  It is a public class. The 3 methods of CourseFacade are prepare (void), proceed (void) and stop (void). No methods call prepare and prepare calls no methods. No methods call proceed and proceed calls no methods. No methods call stop and stop calls no methods.",0.026067261737789418,1.1816237397977738,0.21978021978021978,0.6600045561790466
JamesZBL,JamesZBL/facade,CourseParticipator.java,"CourseParticipator is an abstract class represents a course participant with methods for preparing, proceeding, stopping, going to school, and going home in a Facade pattern. It uses an Event enum and an action() dispatcher to execute these steps dynamically, logging each action. It serves as a base for concrete participant types.","CourseParticipator does not have any design pattern.  It is a public abstract class. The 8 methods of CourseParticipator are prepareCourse (void), proceedCourse (void), stopCourse (void), goToSchool (void), goHome (void), name (String), action (void) and action (void). Only one method ( action method of class CourseParticipator ) calls prepareCourse and prepareCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls proceedCourse and proceedCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls stopCourse and stopCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goToSchool and goToSchool calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goHome and goH...",0.010085228474146236,0.46578895153739996,0.09836065573770492,0.6348984241485596
JamesZBL,JamesZBL/facade,CourseStudent.java,"CourseStudent in a facade pattern represents a student as a concrete implementation of CourseParticipator. It overrides the name() method to return ""Student"" (in mandarin), enabling event driven actions like preparing, attending, and finishing class through the inherited behaviour from the abstract base class.",CourseStudent does not have any design pattern.  It is a public class that extends CourseParticipator. The only method of CourseStudent is name (String). No methods call name and name calls no methods.,0.014979824263450885,1.2007195548484837,0.21333333333333332,0.6478805541992188
JamesZBL,JamesZBL/facade,CourseTeacher.java,"CourseTeacher class inside the facade pattern represents a teacher as a concrete implementation of CourseParticipator. It overrides the name() method enabling event driven actions like preparing, teaching, and finishing class through inherited behaviour from the abstract base class.",CourseTeacher does not have any design pattern.  It is a public class that extends CourseParticipator. The only method of CourseTeacher is name (String). No methods call name and name calls no methods.,0.01751318886677794,1.4777218269666381,0.22857142857142856,0.6647297739982605
JamesZBL,JamesZBL/factory-method,Application.java,"Application demonstrates the Factory Method pattern. It uses different Cook implementations (WesternCook, ChineseCook) to create Food objects of types COLD and HOT. It logs the prepared food, showing how object creation is delegated to subclasses for flexibility.",Application does not have any design pattern.  It is a public class. The 2 methods of Application are main (void) and makeFood (void). No methods call main and main calls only one method : makeFood method of class Application. Only one method ( main method of class Application ) calls makeFood and makeFood calls no methods.,0.019422053745379923,0.7485967344345585,0.11111111111111112,0.5326052308082581
JamesZBL,JamesZBL/factory-method,ChineseCook.java,"ChineseCook implements the Cook interface for Chinese cuisine. It overrides cookFood() to create and return a ChineseFood object based on the specified FoodType, serving as a concrete factory in the Factory Method pattern.","abstract_factory: ChineseCook acts as a factory for Cook, which overrides cookFood method of Cook. It is a public class that implements Cook. The only method of ChineseCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   factory_method: ChineseCook acts as a factory for Cook, which overrides. It is a public class that implements Cook. The only method of ChineseCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.",0.01950871398268637,0.9937889311931479,0.20183486238532108,0.7386612892150879
JamesZBL,JamesZBL/factory-method,ChineseFood.java,"ChineseFood represents a Chinese food item. It stores a FoodType, provides a getter, and overrides toString() to return the food type’s name. It serves as a concrete product in the Factory Method pattern.","abstract_factory: ChineseFood acts as a product for Cook, which overrides getFoodType method of Food. ChineseFood acts as a factory for Food, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of ChineseFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   factory_method: ChineseFood acts as a product for Cook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of ChineseFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.",0.010938080468295275,0.7187982085544039,0.17218543046357615,0.739354133605957
JamesZBL,JamesZBL/factory-method,Cook.java,"Cook interface defines a Cook contract with a single method cookFood(FoodType foodType). It represents the creator role in the Factory Method pattern, allowing different implementations to produce specific Food objects based on the given type.","abstract_factory: Cook acts as an abstract factory for Food, which is inherited by ChineseCook, WesternCook. It is a public interface. The only method of Cook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   factory_method: Cook acts as a factory method for Food, which is inherited by ChineseCook, WesternCook. It is a public interface. The only method of Cook is cookFood (Food). No methods call cookFood and cookFood calls no methods.",0.01557496161782038,0.7843121623960506,0.16071428571428573,0.6055007576942444
JamesZBL,JamesZBL/factory-method,Food.java,"The Food interface defines a Food contract with a single method getFoodType(). It represents the product role in the Factory Method pattern, allowing different concrete food classes to specify and return their associated FoodType.","abstract_factory: Food acts as an abstract product for Food, which is inherited by WesternFood, ChineseFood. Food acts as an abstract factory for, which is inherited by WesternFood, ChineseFood. It is a public interface. The only method of Food is getFoodType (FoodType). No methods call getFoodType and getFoodType calls no methods.   factory_method: Food acts as an abstract product for Cook, which is inherited by WesternFood, ChineseFood. It is a public interface. The only method of Food is getFoodType (FoodType). No methods call getFoodType and getFoodType calls no methods.",0.008270961957060266,0.7985585397287317,0.16260162601626016,0.6492713093757629
JamesZBL,JamesZBL/factory-method,FoodType.java,FoodType enum defines FoodType with two constants: HOT and COLD. Each type stores a descriptive name and provides a getName() method. It categorises food temperature for use in the Factory Method pattern when creating specific food objects.,FoodType does not have any design pattern.  It is a public class. The only method of FoodType is getName (String). No methods call getName and getName calls no methods.,0.01691363577960214,1.1245654587146992,0.15151515151515152,0.6405385732650757
JamesZBL,JamesZBL/factory-method,WesternCook.java,"westernCook implements the Cook interface for Western cuisine. It overrides cookFood() to create and return a WesternFood object based on the given FoodType, acting as a concrete factory in the Factory Method pattern.","abstract_factory: WesternCook acts as a factory for Cook, which overrides cookFood method of Cook. It is a public class that implements Cook. The only method of WesternCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.   factory_method: WesternCook acts as a factory for Cook, which overrides. It is a public class that implements Cook. The only method of WesternCook is cookFood (Food). No methods call cookFood and cookFood calls no methods.",0.01950871398268637,0.9937889311931479,0.22018348623853215,0.7348570823669434
JamesZBL,JamesZBL/factory-method,WesternFood.java,"WesternFood class represents a Western food item. It stores a FoodType, provides a getter, and overrides toString() to return the food type’s name. It serves as a concrete product in the Factory Method pattern.","abstract_factory: WesternFood acts as a factory for Food, which overrides getFoodType method of Food. WesternFood acts as a product for Cook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of WesternFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.   factory_method: WesternFood acts as a product for Cook, which overrides getFoodType method of Food. It is a public class that implements Food. The 2 methods of WesternFood are getFoodType (FoodType) and toString (String). No methods call getFoodType and getFoodType calls no methods. No methods call toString and toString calls no methods.",0.01107924618610144,0.7703100899034725,0.17105263157894737,0.7364192008972168
JamesZBL,JamesZBL/memento,Application.java,"A client inside the Memento pattern. It shows a Flower grows through stages, saving each state as a Plant memento onto a Stack. Later, it restores previous states by popping mementos, logging each transition to show undo/rollback of object state.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.021393835765131222,0.4947640113422763,0.1142857142857143,0.4572470486164093
JamesZBL,JamesZBL/memento,Flower.java,"The Flower is  an origintor in the Mmemnto pattern. It models a Flower with attributes like type, name, height, and weight. It simulates growth by updating size and state, supports saving and restoring state using an inner FlowerMemento class, and implements Plant enabling rollback of previous states.","observer: Flower acts as a publisher for observer FlowerType, which is inherited by, which grows, which gets Memento, which sets Plant parameter of plant Memento, which tos String, which gets Name, which gets Weight, which gets Height, which gets Type, which sets FlowerType parameter of type Type, which sets int parameter of height Height, which sets int parameter of weight Weight, which gets Weight, which gets Height, which gets Type. It is a public class that extends Plant and that implements Plant. The 14 methods of Flower are growing (void), getMemento (FlowerMemento), setMemento (void), toString (String), getName (String), getWeight (int), getHeight (int), getType (FlowerType), setType (void), setHeight (void), setWeight (void), getWeight (int), getHeight (int) and getType (FlowerType). No methods call growing and growing calls 4 methods : setHeight method of class Flower, getHeight method of class Flower, getWeight method of class Flower and setWeight method of class Flower. No m...",0.008525217319784648,0.6650454834466627,0.11224489795918369,0.5332891345024109
JamesZBL,JamesZBL/memento,FlowerType.java,"The FlowerType enum defines FlowerType with five growth stages: SEED, BURGEON, BUD, BLOOM, and DEAD. Each constant stores a descriptive name in Chinese and overrides toString() to return it, representing the lifecycle states of a flower for use in the Memento pattern.","observer: FlowerType acts as an observer for publisher Flower, which is inherited by, which tos String. It is a public class. The only method of FlowerType is toString (String). No methods call toString and toString calls no methods.",0.015511394073971738,1.2194550523198922,0.1,0.5858734846115112
JamesZBL,JamesZBL/memento,Plant.java,"The Plant interface defines a Plant contract with methods to get weight, height, and type (FlowerType). It serves as a common abstraction for both the originator (Flower) and its memento in the Memento pattern, enabling consistent state representation.","abstract_factory: Plant acts as an abstract factory for, which is inherited by Flower. It is a public interface. The 3 methods of Plant are getWeight (int), getHeight (int) and getType (FlowerType). No methods call getWeight and getWeight calls no methods. No methods call getHeight and getHeight calls no methods. No methods call getType and getType calls no methods.",0.011884405266998034,1.0627257788628526,0.12371134020618557,0.599013090133667
JamesZBL,JamesZBL/observer,Application.java,"Application class demonstrates the Observer pattern. A Time subject registers two observers (Northern and Southern) and repeatedly calls passing(), triggering notifications to all observers. It shows how state changes in the subject propagate updates to multiple observers.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.016422862001302836,1.0652442178245085,0.15151515151515152,0.5502704977989197
JamesZBL,JamesZBL/observer,Northern.java,"The Northern class is a subscriber (observer) in the Observer Pattern. It implements the TimeObserver interface for Northern people. In update(), it logs and outputs different meals based on the TimePoint (morning, noon, afternoon, evening).","observer: Northern acts as an observer, which updates TimePoint parameter of time. It is a public class that implements TimeObserver. The only method of Northern is update (void). No methods call update and update calls no methods.",0.03241505147627825,1.7516206010062034,0.22222222222222224,0.6781494617462158
JamesZBL,JamesZBL/observer,Southern.java,"This Southern Class is a subscriber (observer) in the Observer design pattern. It implements TimeObserver for Southern people. In update(), it logs and displays different meals based on the TimePoint (morning, noon, afternoon, evening).","observer: Southern acts as an observer, which updates TimePoint parameter of time. It is a public class that implements TimeObserver. The only method of Southern is update (void). No methods call update and update calls no methods.",0.03854820984876956,1.7628237777703988,0.22535211267605634,0.6794441938400269
JamesZBL,JamesZBL/observer,Time.java,The Time class acts as a publisher in the Observer pattern. It maintains a list of subscribers (TimeObserver objects) and notifies them whenever the time state changes. Observers subscribe via addObserver() and receive updates through notifyObservers().,"observer: Time acts as a publisher for observer TimeObserver, which is inherited by, which adds TimeObserver parameter of observer Observer, which removes TimeObserver parameter of observer Observer, which passes, which notifies Observers. It is a public class. The 4 methods of Time are addObserver (void), removeObserver (void), passing (void) and notifyObservers (void). No methods call addObserver and addObserver calls no methods. No methods call removeObserver and removeObserver calls no methods. No methods call passing and passing calls only one method : notifyObservers method of class Time. Only one method ( passing method of class Time ) calls notifyObservers and notifyObservers calls no methods.",0.035649434560163715,0.9165371353678378,0.20588235294117646,0.6729651689529419
JamesZBL,JamesZBL/observer,TimeObserver.java,TimeObserver interface defines a contract for observers in the time system. It declares a single method update(TimePoint time) that must be implemented by classes to receive and handle time updates from the publisher.,"observer: TimeObserver acts as an observer for publisher Time, which is inherited by Northern, Southern, which updates TimePoint parameter of time. It is a public interface. The only method of TimeObserver is update (void). No methods call update and update calls no methods.",0.01677209921355771,1.6544655259840184,0.2337662337662338,0.6719632148742676
JamesZBL,JamesZBL/observer,TimePoint.java,"TimePoint enum represents four time points in a day: MORNING, NOON, AFTERNOON, EVENING, each with a Chinese name. It overrides toString() to return the localized name instead of the enum constant.",TimePoint does not have any design pattern.  It is a public class. The only method of TimePoint is toString (String). No methods call toString and toString calls no methods.,0.018796119184317932,0.9382795720221205,0.13333333333333333,0.555860161781311
JamesZBL,JamesZBL/singleton,Application.java,"Application demonstrates various Singleton pattern implementations in Java: eager initialization, lazy initialization, thread-safe lazy loading, double-checked locking, and enum-based singleton. It retrieves instances of each type and logs them to verify that only one instance exists per implementation.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.013314089507334845,0.6477944749055,0.14285714285714285,0.4912675619125366
JamesZBL,JamesZBL/singleton,Director.java,"Director class implements an eager (hungry) Singleton pattern. It creates a single Director instance at class load time, ensures thread safety, hides the constructor, and provides a getInstance() method for global access to that instance.","singleton: Director acts as a singleton, which gets a Director Instance to. It is a public final class. The only method of Director is getInstance (Director). No methods call getInstance and getInstance calls no methods.",0.033721790147933,1.7631454567140128,0.2857142857142857,0.684619665145874
JamesZBL,JamesZBL/singleton,EnumDirector.java,"EnumDirector implements a Singleton using an enum. EnumDirector guarantees a single instance (INSTANCE), provides inherent thread safety and serialization, and overrides toString() to return the class name and hash code for identification.",EnumDirector does not have any design pattern.  It is a public class. The only method of EnumDirector is toString (String). No methods call toString and toString calls no methods.,0.018872490515919334,1.0068077680015344,0.1639344262295082,0.6684802174568176
JamesZBL,JamesZBL/singleton,LazyInitializationDirector.java,"LazyInitilizationDirector implements a lazy loaded Singleton using a static inner class. The instance is created only when getInstance() is called, ensuring thread safety and efficient resource usage. The private constructor prevents external instantiation.","singleton: LazyInitializationDirector acts as a singleton, which gets a LazyInitializationDirector Instance to. It is a public final class. The only method of LazyInitializationDirector is getInstance (LazyInitializationDirector). No methods call getInstance and getInstance calls no methods.",0.03234245292096217,1.4425238660840853,0.2647058823529411,0.6848692893981934
JamesZBL,JamesZBL/singleton,ThreadSafeDoubleCheckLocking.java,"ThreadSafeDoubleCheckLocking implements a thread-safe, lazy Singleton using double-checked locking with a volatile instance for visibility. Uses a local variable for performance, synchronizes only on first initialization, and prevents reflective instantiation by throwing if an instance exists.","singleton: ThreadSafeDoubleCheckLocking acts as a singleton, which gets a ThreadSafeDoubleCheckLocking Instance to. It is a public final class. The only method of ThreadSafeDoubleCheckLocking is getInstance (ThreadSafeDoubleCheckLocking). No methods call getInstance and getInstance calls no methods.",0.016300448051466222,1.0060024593609347,0.21917808219178084,0.6329541206359863
JamesZBL,JamesZBL/singleton,ThreadSafeLazyLoadDirector.java,ThreadSafeLazyLoadDirector class implements a thread-safe lazy Singleton. It uses a volatile instance and a synchronized getInstance() method to ensure only one instance is created when first accessed. The private constructor prevents external instantiation and blocks reflective creation if an instance already exists.,"singleton: ThreadSafeLazyLoadDirector acts as a singleton, which gets a ThreadSafeLazyLoadDirector Instance to. It is a public final class. The only method of ThreadSafeLazyLoadDirector is getInstance (ThreadSafeLazyLoadDirector). No methods call getInstance and getInstance calls no methods.",0.01653513675856832,1.7696600905581548,0.23076923076923075,0.7167686820030212
JamesZBL,JamesZBL/visitor,Application.java,"Application is the client in the Visitor pattern. It builds an element hierarchy that is Boss to Manager to Engineer and applies different visitors (BossVisitor, ManagerVisitor, EngineerVisitor) on the root element, triggering visitor specific operations across the structure.",Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.030690585991286292,0.829562889687263,0.1492537313432836,0.5339885950088501
JamesZBL,JamesZBL/visitor,Boss.java,"Boss is a composite node in the Visitor pattern. It accepts a UnitVisitor via beVisited, calls visitor.visitBoss(this), then delegates visitation to its child units through super.beVisited(visitor), enabling visitor operations to traverse and act on the hierarchy.",Boss does not have any design pattern.  It is a public class that extends Unit. The 2 methods of Boss are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods.,0.03275436973907051,1.1418758355187981,0.1904761904761905,0.6236937642097473
